newsDate,newsIntro,newsTitle,newsUrl
12/4;12/3;11/30,"The Rockets and John Wall are still trying to figure out the next...;Keldon Johnson is open to signing a rookie scale extension with...;As we previously detailed, John Wall met with Rockets management...","HoopsRumors: Rockets Notes: Wall, Mathews, Green, Augustin;HoopsRumors: Southwest Notes: Johnson, Wood, Porter Jr., Augustin, Harrison;HoopsRumors: Rockets Notes: Wall, Augustin, Sengun, Simmons, Theis, Gordon",https://www.hoopsrumors.com/2021/12/rockets-notes-wall-mathews-green-augustin.html;https://www.hoopsrumors.com/2021/12/southwest-notes-johnson-wood-porter-jr-augustin-harrison.html;https://www.hoopsrumors.com/2021/11/rockets-notes-wall-augustin-sengun-simmons-theis-gordon.html
12/8;12/8;12/6,"The Washington Wizards will face off with against Detroit Pistons...;The Pacers intend to be ""very active"" leading up to the trade...;The slumping Wizards are due for lineup changes when Rui Hachimura...","FortyEightMinutes: Wizards: Odds, DFS Notes, Key Trends Ahead of Pistons Matchup;FortyEightMinutes: Could Wizards Trade For Domantas Sabonis?;HoopsRumors: Wizards Notes: Hachimura, Bryant, Dinwiddie, Caldwell-Pope",https://fortyeightminutes.com/wizards-pistons-odds-trends-dfs/;https://fortyeightminutes.com/could-wizards-trade-for-domantas-sabonis/;https://www.hoopsrumors.com/2021/12/wizards-notes-hachimura-bryant-dinwiddie-caldwell-pope.html
11/12;10/25;10/18,Hoops Rumors is breaking down the 2021 offseason for all 30 NBA...;Waiver claims are something of a rarity in the NBA. In order to...;The Lakers have signed rookie free agent big man Jay Huff to a...,HoopsRumors: 2021 NBA Offseason In Review: Washington Wizards;HoopsRumors: 2021/22 NBA Waiver Claims;HoopsRumors: Lakers Sign Jay Huff To Two-Way Contract,https://www.hoopsrumors.com/2021/11/2021-nba-offseason-in-review-washington-wizards.html;https://www.hoopsrumors.com/2021/10/2021-22-nba-waiver-claims.html;https://www.hoopsrumors.com/2021/10/lakers-sign-jay-huff-to-two-way-contract.html
12/11;12/10;12/10,Warriors star Stephen Curry is running away with the early season...;You wouldn't have predicted it a few years ago but...;The Warriors aren't exploring deals involving second-year...,"HoopsRumors: Pacific Notes: Curry, Ayton, AD, Ariza, Holmes;The Cold Wire: How The Suns Became A Perennial Contender;HoopsRumors: Warriors Committed To James Wiseman, Aren't Looking To Trade For Center",https://www.hoopsrumors.com/2021/12/pacific-notes-curry-ayton-ad-ariza-holmes.html;https://www.thecoldwire.com/how-the-suns-became-a-perennial-contender/;https://www.hoopsrumors.com/2021/12/warriors-committed-to-james-wiseman-arent-looking-to-trade-for-center.html
12/3;11/28;11/25,"Trail Blazers coach Chauncey Billups was unhappy with his team's...;Udoka Azubuike suffered a partially dislocated right ankle while...;Normally, when the name Charlie Brown is in the news during the...","HoopsRumors: Northwest Notes: Billups, Thunder, SGA, Azubuike;HoopsRumors: Jazz Center Udoka Azubuike Injures Ankle In G League Game;Section 215: Philadelphia 76ers: Charlie Brown Jr. has a lot to be thankful for",https://www.hoopsrumors.com/2021/12/northwest-notes-billups-thunder-sga-azubuike.html;https://www.hoopsrumors.com/2021/11/jazz-center-udoka-azubuike-injures-ankle-in-g-league-game.html;https://section215.com/2021/11/24/philadelphia-76ers-charlie-brown-jr/
12/6;12/6;12/5,"It's nearing trade season in the NBA (does it ever really...;Despite starting the season off well, the Clippers have lost three...;The second pick in the NBA draft is a highly coveted draft slot....","HoopsWire: Five Trades To Shake Up NBA? Give Us Yours, Too;HoopsRumors: Pacific Notes: Clippers, Hield, Wainright, Davis, Bagley III;Last Word on Sports: The Second Overall NBA Draft Pick is Cursed",https://hoopswire.com/five-trades-to-shake-up-nba-give-us-yours-too/;https://www.hoopsrumors.com/2021/12/pacific-notes-clippers-hield-wainright-davis-bagley-iii.html;https://lastwordonsports.com/basketball/2021/12/05/the-second-overall-pick-in-nba-draft-is-cursed/
12/10;12/10;12/10,"The 11-14 Sacramento Kings, winners of three straight games, currently...;Welcome to the NBA DFS 12-10-21 DraftKings Picks article! Today...;Hawks forward Cam Reddish, who is recovering from a wrist injury,...","Overtime Heroics: Big Three-Game Road Trip for the Sacramento Kings;Fantasy Six Pack: NBA DFS 12-10-21 DraftKings Picks;HoopsRumors: Southeast Notes: Reddish, Bogdanovic, Okongwu, Hornets, Sabonis, Martin",https://www.overtimeheroics.net/2021/12/10/big-three-game-road-trip-for-the-sacramento-kings/;https://fantasysixpack.net/nba-dfs-12-10-21-draftkings-picks/;https://www.hoopsrumors.com/2021/12/southeast-notes-reddish-bogdanovic-okongwu-hornets-sabonis-martin.html
12/10;12/10;12/9,The NBA season is moving right along and we are starting...;What does every guy on the Chicago Bulls roster and organization...;CLEVELAND — A few random dribbles prior to the Cavaliers'...,The Cold Wire: 3 Surprise NBA Finals Contenders In The East;Pippen Ain't Easy: It's the most sought-after time of the year for the Bulls;HoopsWire: Pregame Dribbles: Cavaliers vs. Bulls,https://www.thecoldwire.com/surprise-nba-finals-contenders-in-the-east/;https://pippenainteasy.com/2021/12/09/sought-time-year-bulls/;https://hoopswire.com/pregame-dribbles-cavaliers-vs-bulls/
12/7;11/30;11/25,"It feels like an eternity since we last saw Jonathan Isaac play...;The Orlando Magic would love to be breaking down and thinking...;In the modern NBA, big men have to be able to play on the perimeter.Most...",Orlando Magic Daily: Orlando Magic have lineup options in bringing back Jonathan Isaac;Presto in the Paint: Orlando Magic Grades: Jalen Suggs' injury spoils a solid effort;Orlando Magic Daily: Orlando Magic bigs helping forge a modern lineup,https://orlandomagicdaily.com/2021/12/07/which-of-the-frontcourt-will-lose-out-from-jonathan-isaacs-return/;https://orlandomagicdaily.com/2021/11/30/orlando-magic-grades-jalen-suggs-injured-spoils-solid-effort/;https://orlandomagicdaily.com/2021/11/25/orlando-magic-bigs-helping-forge-modern-lineup/
12/11;12/10;12/10,"The Grizzlies, 15-11, have won six of their past seven games and...;The NBA Western Conference is more competitive and fierce...;The Los Angeles Lakers were handed a lamentable loss Thursday...","HoopsRumors: Grizzlies Notes: Jackson Jr., Bane, Brooks, Defense;The Cold Wire: 3 Surprise NBA Finals Contenders In The West;HoopsWire: Lakers Turnovers Headline Ugly Loss To Grizzlies",https://www.hoopsrumors.com/2021/12/grizzlies-notes-jackson-jr-bane-brooks-defense.html;https://www.thecoldwire.com/surprise-nba-finals-contenders-in-the-west/;https://hoopswire.com/lakers-turnovers-headline-ugly-loss-to-grizzlies/
12/9;12/9;12/7,"Like the Pacers, the Raptors opted to cancel their practice on...;The Toronto Raptors have to come to terms with the fact that they...;Quality NBA talent can be found at any pick throughout...","HoopsRumors: Raptors Notes: Practice, Sabonis, Turner, Achiuwa, Banton;Raptors Rapture: Raptors rookie Justin Champagnie deserves more rotation minutes;The Cold Wire: 2 2021 NBA Second-Round Picks Turning Heads So Far",https://www.hoopsrumors.com/2021/12/raptors-notes-practice-sabonis-turner-achiuwa-banton.html;https://raptorsrapture.com/2021/12/09/raptors-justin-champagnie-deserves-rotation-minutes/;https://www.thecoldwire.com/nba-second-round-picks-turning-heads-so-far/
12/10;12/6;12/2,"No matter what Damian Lillard says, everyone knows he's...;It's nearing trade season in the NBA (does it ever really...;New Kings head coach Alvin Gentry called out his players and apologized...","The Cold Wire: Why Is Damian Lillard So Unhappy?;HoopsWire: Five Trades To Shake Up NBA? Give Us Yours, Too;HoopsRumors: Kings Notes: Gentry, Haliburton, Walton, Metu, Barnes",https://www.thecoldwire.com/why-is-damian-lillard-so-unhappy/;https://hoopswire.com/five-trades-to-shake-up-nba-give-us-yours-too/;https://www.hoopsrumors.com/2021/12/kings-notes-gentry-haliburton-walton-metu-barnes.html
12/9;12/9;12/8,"Since the first few weeks of the season, it's been made clear...;The Oklahoma City Thunder looked to build off Monday's win...;For us in the Jewish community, the last week was spent celebrating...",Blue Man Hoop: Golden State Warriors: 4 forgotten veteran point guards to trade for;Thunderous Intentions: Homecoming 2021: OKC Thunder knock off Toronto Raptors;Raptors Rapture: Chanukah gifts and wishes for Toronto Raptors fans this holiday season,https://bluemanhoop.com/2021/12/09/golden-state-warriors-forgotten-veteran-point-guards-trade/;https://thunderousintentions.com/2021/12/08/okc-thunder-win-toronto-raptors/;https://raptorsrapture.com/2021/12/08/chanukah-gifts-wishes-raptors-fans/
12/9;12/8;12/6,The Nets are resting Kevin Durant and LaMarcus Aldridge for tonight's...;The San Antonio Spurs saw their four-game winning streak come...;This was supposed to be the year of the New York Knicks....,"HoopsRumors: New York Notes: Durant, Harden, Turner, Barrett;Project Spurs: Recap: Spurs Fall To Suns, Knicks In Tough Back-To-Back Stretch;The Cold Wire: 3 Things Wrong With The Knicks",https://www.hoopsrumors.com/2021/12/new-york-notes-durant-harden-turner-barrett.html;https://projectspurs.com/2021/12/08/recap-spurs-fall-to-suns-knicks-in-tough-back-to-back-stretch/;https://www.thecoldwire.com/things-wrong-with-the-knicks/
12/7;12/2;12/1,Lakers forward Trevor Ariza participated in a live action scrimmage...;Team USA only won one of two games in the first round of qualifiers...;9:46am: Hyland has also entered the health and safety protocols...,"HoopsRumors: Western Notes: Ariza, Nunn, Nuggets, D'Antoni;HoopsRumors: And-Ones: I. Thomas, Trade Candidates, Lin, Noel, Draft;HoopsRumors: Nuggets' Rivers, Hyland In Protocols, Expected To Miss Several Games",https://www.hoopsrumors.com/2021/12/western-notes-ariza-nunn-nuggets-dantoni.html;https://www.hoopsrumors.com/2021/12/and-ones-i-thomas-trade-candidates-lin-noel-draft.html;https://www.hoopsrumors.com/2021/12/austin-rivers-in-protocols-expected-to-miss-several-games.html
12/9;12/7;12/1,"The Philadelphia 76ers are about to enter the trade season with...;Quality NBA talent can be found at any pick throughout...;After winning the G-League's MVP, Rookie of the Year, and...",The Sixer Sense: Paul Reed should be the most available of the Sixers young core;The Cold Wire: 2 2021 NBA Second-Round Picks Turning Heads So Far;The Sixer Sense: Is Paul Reed in the Philadelphia 76ers' doghouse?,https://thesixersense.com/2021/12/09/paul-reed-available-sixers-young-core/;https://www.thecoldwire.com/nba-second-round-picks-turning-heads-so-far/;https://thesixersense.com/2021/12/01/paul-reed-philadelphia-76ers-doghouse/
12/2;11/16;11/7,"In Spurscast episode 640, Spurscast host Paul Garcia and Project...;Hoops Rumors' up-to-date list of 2023 free agents is below....;Hoops Rumors is breaking down the 2021 offseason for all 30 NBA...",Project Spurs: Spurscast Ep. 640: Two Wins in a Row and the Backup Center Position;HoopsRumors: 2023 NBA Free Agents;HoopsRumors: 2021 NBA Offseason In Review: San Antonio Spurs,https://projectspurs.com/2021/12/02/spurscast-ep-640-two-wins-in-a-row-and-the-backup-center-position/;https://www.hoopsrumors.com/2021/11/2023-nba-free-agents.html;https://www.hoopsrumors.com/2021/11/2021-nba-offseason-in-review-san-antonio-spurs.html
12/5;12/4;11/26,"Before squaring off against Paul George in Friday's Lakers-Clippers...;Lakers superstar LeBron James returned to action on Friday after...;After a month from playing his last game, Marcus Morris is back...","HoopsRumors: L.A. Notes: Westbrook, Howard, THT, Mann, Batum;HoopsRumors: Pacific Notes: James, Batum, Young, Iguodala;Last Word on Sports: Marcus Morris is Back, What it Means for the Clippers",https://www.hoopsrumors.com/2021/12/l-a-notes-westbrook-howard-tht-mann-batum.html;https://www.hoopsrumors.com/2021/12/pacific-notes-james-batum-young-iguodala.html;https://lastwordonsports.com/basketball/2021/11/26/marcus-morris-is-back/
12/2;11/26;11/17,"Things have not been going as planned for the Los Angeles Lakers...;It might be surprising to some basketball enthusiasts, but the...;An inevitable fugue state followed Monday's loss to the...","Lake Show Life: 3 players the Los Angeles Lakers should try and replace this season;Last Word on Sports: The Los Angeles Lakers At Risk of Missing the NBA Playoffs;HoopsWire: This Week In Lakers: Bulls Loss, Pressure On Frank Vogel, LeBron's Return",https://lakeshowlife.com/2021/12/02/los-angeles-lakers-rumors-replace-players-season/;https://lastwordonsports.com/basketball/2021/11/26/los-angeles-lakers-playoffs/;https://hoopswire.com/this-week-in-lakers-bulls-loss-pressure-on-frank-vogel-lebrons-return/
12/9;12/6;12/1,The Oklahoma City Thunder looked to build off Monday's win...;A favorite pastime of OKC Thunder fans is dreaming about the future....;As Intentions noted in the original matches it's the ultimate...,Thunderous Intentions: Homecoming 2021: OKC Thunder knock off Toronto Raptors;Thunderous Intentions: B/R taps OKC Thunder starting backcourt in top 10 under 25 duos;Thunderous Intentions: OKC Thunder host Rockets: The ultimate catch-22,https://thunderousintentions.com/2021/12/08/okc-thunder-win-toronto-raptors/;https://thunderousintentions.com/2021/12/06/okc-thunder-b-r-top-10-duos/;https://thunderousintentions.com/2021/12/01/okc-thunder-rockets-dec-1-preview/
12/10;12/10;12/9,"The 11-14 Sacramento Kings, winners of three straight games, currently...;No matter what Damian Lillard says, everyone knows he's...;At a crossroads, the Blazers have some big decisions to make....",Overtime Heroics: Big Three-Game Road Trip for the Sacramento Kings;The Cold Wire: Why Is Damian Lillard So Unhappy?;Franchise Sports: Should the Blazers trade McCollum or commit to a full rebuild?,https://www.overtimeheroics.net/2021/12/10/big-three-game-road-trip-for-the-sacramento-kings/;https://www.thecoldwire.com/why-is-damian-lillard-so-unhappy/;https://franchisesports.co.uk/portland-trail-blazers-rebuild-2021-2022-potential-trades/
12/9;12/8;12/8,It's no question that D'Angelo Russell is one of the Minnesota...;Our latest fantasy basketball waiver wire list has a mixture of...;The NBA rumor mill started flying on Tuesday after Shams Charania...,Zone Coverage: DLo Has Become Integral To Minnesota's Success;SGPN: Fantasy Basketball Waiver Wire: Best Pickups Dec 8th;Zone Coverage: How Much Is Too Much For Myles Turner?,https://zonecoverage.com/2021/timberwolves/dlo-has-become-integral-to-minnesotas-success/;https://www.sportsgamblingpodcast.com/2021/12/08/fantasy-basketball-waiver-wire-best-pickups-dec-8th/;https://zonecoverage.com/2021/timberwolves/how-much-is-too-much-for-myles-turner/
12/4;11/30;11/29,"The Toronto Raptors were expecting big things from Chris Boucher...;DeAndre' Bembry‘s one-year, minimum-salary contract...;Nets sharpshooter Joe Harris will undergo surgery on his left...","Raptors Rapture: This Raptors-Timberwolves trade sends Chris Boucher to Minnesota;HoopsRumors: Nets Notes: Bembry, Aldridge, Griffin, Harris;HoopsRumors: Joe Harris Undergoing Ankle Surgery, Likely Out 4-8 Weeks",https://raptorsrapture.com/2021/12/03/raptors-timberwolves-trade-chris-boucher-minnesota/;https://www.hoopsrumors.com/2021/11/nets-notes-bembry-aldridge-griffin-harris.html;https://www.hoopsrumors.com/2021/11/joe-harris-undergoing-ankle-surgery-likely-out-4-8-weeks.html
12/8;12/8;12/6,"The Washington Wizards will face off with against Detroit Pistons...;The Pacers intend to be ""very active"" leading up to the trade...;The slumping Wizards are due for lineup changes when Rui Hachimura...","FortyEightMinutes: Wizards: Odds, DFS Notes, Key Trends Ahead of Pistons Matchup;FortyEightMinutes: Could Wizards Trade For Domantas Sabonis?;HoopsRumors: Wizards Notes: Hachimura, Bryant, Dinwiddie, Caldwell-Pope",https://fortyeightminutes.com/wizards-pistons-odds-trends-dfs/;https://fortyeightminutes.com/could-wizards-trade-for-domantas-sabonis/;https://www.hoopsrumors.com/2021/12/wizards-notes-hachimura-bryant-dinwiddie-caldwell-pope.html
12/10;12/10;12/9,Locks NBA (0.5 Unit) Sacramento Kings/Charlotte Hornets Over 228...;Welcome to the NBA DFS 12-10-21 DraftKings Picks article! Today...;It's no question that D'Angelo Russell is one of the Minnesota...,Zone Coverage: Tiny Nick's Gambling Picks: 12/10;Fantasy Six Pack: NBA DFS 12-10-21 DraftKings Picks;Zone Coverage: DLo Has Become Integral To Minnesota's Success,https://zonecoverage.com/2021/gambling/tiny-nicks-gambling-picks-12-10-2/;https://fantasysixpack.net/nba-dfs-12-10-21-draftkings-picks/;https://zonecoverage.com/2021/timberwolves/dlo-has-become-integral-to-minnesotas-success/
12/8;12/7;12/7,The Detroit Pistons are losing but that doesn't mean they...;The Detroit Pistons have lost nine in a row and have the worst...;The Detroit Pistons lost their 9th game in a row last night at...,Piston Powered: Pistons are losing but Cade Cunningham is what matters;Piston Powered: At least the Detroit Pistons have Cade Cunningham;Piston Powered: The numbers show the Detroit Pistons' bench is a disaster,https://pistonpowered.com/2021/12/08/pistons-losing-cade-cunningham-matters/;https://pistonpowered.com/2021/12/07/least-detroit-pistons-cade-cunningham/;https://pistonpowered.com/2021/12/07/detroit-pistons-bench-numbers-disaster/
12/7;12/7;12/3,"Raptors forward OG Anunoby and center Khem Birch aren't...;The Toronto Raptors currently stand at 11-13, which is the same...;The Toronto Raptors have been leaning on their star scorers more...","HoopsRumors: Raptors' Anunoby, Birch To Remain Sidelined For ""Foreseeable Future"";Raptors Rapture: 3 areas where the Raptors are better than they were in Tampa;Raptors Rapture: 3 rotation position battles the Raptors must watch in December",https://www.hoopsrumors.com/2021/12/raptors-anunoby-birch-to-remain-sidelined-for-foreseeable-future.html;https://raptorsrapture.com/2021/12/07/3-areas-raptors-better-tampa/;https://raptorsrapture.com/2021/12/03/raptors-3-rotation-position-battles-december/
11/27;11/16;11/16,There have not been many early trade proposals for the Milwaukee...;Hoops Rumors' up-to-date list of 2023 free agents is below....;The Dallas Mavericks are amongst the top teams in the Western...,Behind the Buck Pass: Milwaukee Bucks: Weighing Bleacher Report's odd Pat Connaughton trade;HoopsRumors: 2023 NBA Free Agents;Last Word on Sports: Three Dallas Mavericks Trade Ideas,https://behindthebuckpass.com/2021/11/27/milwaukee-bucks-breaking-bleacher-reports-pat-connaughton-trade/;https://www.hoopsrumors.com/2021/11/2023-nba-free-agents.html;https://lastwordonsports.com/basketball/2021/11/16/three-dallas-mavericks-trade-ideas/
12/9;12/4;12/3,"Stephen Curry didn't break the 3-point record Wednesday night,...;The Golden State Warriors took down the Phoenix Suns, and it was...;The Golden State Warriors lost their third game of the season...",SFBay: Curry record takes back seat as defense carries Warriors past Portland;Blue Man Hoop: Golden State Warriors bench was major difference in win over Suns;Blue Man Hoop: Golden State Warriors: 5 trade targets that could mend current flaws,https://sfbayca.com/2021/12/08/curry-record-takes-back-seat-as-defense-carries-warriors-past-portland/;https://bluemanhoop.com/2021/12/04/golden-state-warriors-bench-major-difference-suns/;https://bluemanhoop.com/2021/12/03/golden-state-warriors-trade-targets-mend-current-flaws/
